Date,Product Category,Product Name,Region,Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%),Sales Revenue (USD)
2005-10-22,Gaming,RTX 3080,Middle East,2336.0,Gamers,Individual,3.0,35886.93,21,Medium,4.45,63.0,0.1,63.0,1997-10-28,AMD Radeon RX 6800,44.45,306903705.04
2023-04-22,Gaming,RTX 3080,North America,3033.0,Cloud Providers,Individual,3.7,153988.13,10,Low,4.94,61.0,0.15,79.0,2010-07-03,AMD Radeon RX 7900,45.47,478561692608.31
2022-09-16,Gaming,Tesla T4,APAC,4249.0,AI Researchers,Business,3.8,188266.82,18,Medium,2.34,19.0,0.09,51.0,2018-05-08,AMD Radeon RX 7900,48.08,179666394247.62
2012-06-21,Data Center,RTX 3080,North America,515.0,Cloud Providers,Business,4.7,177636.53,2,Medium,1.67,46.0,0.07,87.0,2024-02-26,Intel Xeon,33.12,310516386.36
2008-12-09,Data Center,Tesla T4,Middle East,2426.0,Gamers,Business,3.1,145651.98,15,Low,4.52,44.0,0.19,53.0,2022-11-22,AMD Radeon RX 7900,55.24,284774021.73
2018-06-16,Gaming,RTX 3080,APAC,2266.0,AI Researchers,Business,2.7,135059.7,4,Low,1.36,34.0,0.11,54.0,2016-05-09,AMD Radeon RX 7900,50.94,1804406608.19
1996-12-03,OEM,Tesla T4,Europe,545.0,AI Researchers,Business,4.9,83367.07,2,Medium,4.41,52.0,0.26,74.0,2024-08-24,AMD Radeon RX 7900,30.71,303563937.03
2000-12-06,Data Center,RTX 4090,Middle East,713.0,Educational Institutions,Individual,3.3,119651.81,3,Medium,2.73,35.0,0.17,52.0,2019-01-17,Intel Xeon,37.36,287480050.79
2017-08-02,AI,RTX 4090,Middle East,4790.0,Cloud Providers,Individual,2.0,139009.03,19,High,0.2,17.0,0.21,82.0,2019-03-23,Google TPU,66.13,283511731.34
2021-05-26,OEM,Tesla V100,Middle East,4696.0,Educational Institutions,Individual,2.3,135513.75,8,Low,3.99,89.0,0.12,72.0,2020-04-26,AMD Radeon RX 6800,62.23,63291681486.61
2021-07-26,Data Center,Quadro P2200,APAC,3290.0,Gamers,Individual,2.6,27491.48,17,Medium,0.68,76.0,0.24,76.0,2021-05-13,Intel Xeon,61.33,41817598298.94
2002-10-01,OEM,RTX 4090,North America,4101.0,Gamers,Individual,3.7,112869.02,9,High,3.44,69.0,0.08,68.0,2015-05-24,Intel Xeon,47.89,289826546.22
2009-12-26,AI,Quadro P2200,Africa,2941.0,Cloud Providers,Individual,1.6,189803.33,2,Medium,3.4,77.0,0.19,69.0,2002-04-19,AMD Radeon RX 7900,38.9,287329420.74
2000-03-28,OEM,Quadro P2200,Africa,2356.0,Cloud Providers,Business,4.2,22311.81,24,High,4.53,52.0,0.27,56.0,1998-03-01,Google TPU,44.25,310372023.32
2024-03-22,AI,Tesla V100,Africa,3774.0,Educational Institutions,Individual,1.6,146074.18,21,Low,2.33,79.0,0.13,50.0,2009-01-27,Google TPU,59.88,517436837250.45
2019-03-20,OEM,Quadro P2200,Africa,1895.0,AI Researchers,Individual,2.1,191883.06,13,Medium,2.04,39.0,0.08,59.0,1999-06-18,AMD Radeon RX 6800,50.51,8326156343.98
2006-05-04,Data Center,Tesla T4,South America,4989.0,Gamers,Individual,2.0,162722.21,12,Low,2.18,53.0,0.1,79.0,2000-10-16,AMD Radeon RX 7900,35.24,310606692.42
2012-05-30,AI,Tesla T4,APAC,2698.0,AI Researchers,Individual,1.2,66400.55,21,Medium,3.85,82.0,0.3,80.0,2014-02-02,AMD Radeon RX 7900,42.95,288982778.23
2009-05-20,AI,Tesla T4,APAC,4331.0,AI Researchers,Business,1.4,179432.44,10,High,0.48,24.0,0.05,71.0,1999-09-06,AMD Radeon RX 7900,43.96,282473072.15
2001-02-03,OEM,Quadro P2200,Europe,3230.0,Cloud Providers,Business,2.1,107332.1,17,Medium,4.48,50.0,0.18,55.0,2007-03-18,Intel Xeon,62.68,302724312.3
2004-07-07,Gaming,Quadro P2200,Europe,1519.0,Cloud Providers,Individual,4.2,70229.0,13,High,3.98,27.0,0.14,55.0,2010-06-24,AMD Radeon RX 7900,38.37,283902255.43
2017-12-24,Gaming,Tesla V100,Africa,2619.0,Cloud Providers,Individual,2.7,61594.36,20,Low,1.21,22.0,0.14,65.0,2008-08-23,AMD Radeon RX 6800,57.54,300571183.69
2015-01-10,Gaming,Tesla V100,Europe,3204.0,Educational Institutions,Individual,2.9,157695.33,23,Medium,1.61,73.0,0.07,78.0,2017-09-06,Intel Xeon,55.49,310966492.78
2018-12-03,OEM,RTX 4090,South America,486.0,AI Researchers,Business,1.1,118950.77,1,Medium,1.34,16.0,0.17,77.0,1996-03-17,Google TPU,36.29,1453563274.49
1994-10-20,AI,Tesla T4,APAC,2873.0,Cloud Providers,Individual,2.9,197459.06,18,Medium,2.47,84.0,0.12,74.0,1999-07-18,Google TPU,38.76,1013801316.66
1996-10-15,Gaming,Tesla V100,APAC,3187.0,Gamers,Individual,4.4,113576.09,9,Low,2.97,56.0,0.11,57.0,2019-02-02,AMD Radeon RX 7900,37.72,318780149.8
2022-06-19,AI,Tesla T4,North America,2084.0,AI Researchers,Individual,4.0,199403.51,7,Medium,4.87,34.0,0.07,78.0,2008-07-10,Google TPU,59.65,153219830758.62
2017-09-30,Gaming,RTX 3080,APAC,3267.0,AI Researchers,Individual,4.5,165712.25,5,High,3.51,67.0,0.09,71.0,2017-10-19,AMD Radeon RX 7900,57.33,306880752.68
1994-12-07,Data Center,Tesla V100,Africa,396.0,Cloud Providers,Individual,1.2,139716.68,9,Low,0.97,79.0,0.25,54.0,2004-06-30,AMD Radeon RX 7900,64.44,1696248343.21
1999-09-14,Gaming,Tesla V100,Middle East,1909.0,Educational Institutions,Individual,3.1,128442.55,20,Low,3.98,78.0,0.06,53.0,2005-08-02,Intel Xeon,60.26,285067046.69
1998-01-09,Gaming,Quadro P2200,Africa,2091.0,AI Researchers,Individual,1.5,77207.56,1,Low,1.01,15.0,0.17,81.0,2019-01-25,AMD Radeon RX 6800,55.1,299933726.61
2022-12-24,Data Center,Tesla V100,South America,4940.0,Gamers,Business,2.3,186330.69,0,Medium,4.58,30.0,0.07,90.0,2018-10-06,Google TPU,35.04,278060445682.56
1993-08-03,Data Center,Tesla V100,Europe,4742.0,AI Researchers,Individual,1.1,61612.11,22,High,2.09,67.0,0.16,71.0,2007-02-14,Google TPU,34.75,1604241705.81
2016-07-31,Gaming,RTX 3080,Africa,1384.0,AI Researchers,Business,1.8,139523.2,21,Medium,1.91,34.0,0.22,87.0,1996-09-20,Google TPU,37.43,282677908.15
1997-05-25,AI,RTX 3080,Europe,4223.0,AI Researchers,Individual,3.2,132486.37,20,Medium,2.87,71.0,0.1,72.0,1999-10-05,Intel Xeon,43.13,283687017.2
1999-08-16,Gaming,RTX 3080,North America,2831.0,Gamers,Individual,4.4,89521.28,6,Medium,4.5,61.0,0.14,66.0,2012-11-05,Intel Xeon,58.65,312215349.18
1997-08-30,OEM,Quadro P2200,North America,1289.0,AI Researchers,Individual,4.6,152455.82,22,Low,1.53,72.0,0.06,78.0,2015-08-15,AMD Radeon RX 7900,41.03,304369000.78
2003-03-24,Data Center,Tesla V100,Africa,3960.0,Cloud Providers,Business,1.4,29919.12,5,High,0.3,18.0,0.11,88.0,1995-08-16,Intel Xeon,34.19,307089445.3
2024-06-17,Data Center,Tesla T4,South America,717.0,AI Researchers,Business,3.4,127322.94,24,High,0.73,64.0,0.24,83.0,2018-08-07,AMD Radeon RX 7900,44.38,862167177910.94
2012-08-20,OEM,Quadro P2200,South America,4798.0,Cloud Providers,Individual,1.6,144233.53,20,High,0.99,28.0,0.27,67.0,1999-09-15,Google TPU,52.35,316251173.38
1996-01-17,OEM,RTX 3080,Europe,938.0,AI Researchers,Business,1.5,78719.87,4,High,3.76,31.0,0.22,64.0,2019-10-14,Google TPU,42.86,282121147.25
2000-12-31,Data Center,RTX 3080,South America,1991.0,Educational Institutions,Individual,4.6,62750.25,4,High,0.39,68.0,0.16,90.0,2022-09-04,AMD Radeon RX 7900,46.31,302261904.26
2012-11-10,Gaming,RTX 3080,South America,475.0,Educational Institutions,Individual,4.2,184719.73,5,High,0.2,11.0,0.25,69.0,2009-10-07,Google TPU,45.98,289267112.26
2021-09-17,OEM,Tesla T4,North America,1291.0,Cloud Providers,Business,5.0,60004.48,3,Medium,0.91,49.0,0.29,67.0,2003-03-26,Google TPU,63.33,68323862185.72
1997-07-25,AI,Tesla T4,North America,1755.0,Gamers,Individual,1.0,114209.73,6,Low,2.94,14.0,0.22,53.0,1995-04-23,AMD Radeon RX 6800,61.02,296799746.34
2014-09-05,AI,RTX 3080,APAC,2418.0,Cloud Providers,Individual,2.1,167275.74,5,Medium,1.29,15.0,0.19,62.0,1998-04-26,AMD Radeon RX 7900,47.08,318673920.04
2014-08-21,AI,Tesla V100,Middle East,4329.0,Educational Institutions,Business,4.9,100870.16,25,Low,1.38,34.0,0.14,69.0,2011-09-22,Intel Xeon,55.61,299242980.01
2017-06-30,Gaming,Quadro P2200,APAC,654.0,Educational Institutions,Business,5.0,111534.48,12,High,1.89,54.0,0.25,73.0,1996-03-07,AMD Radeon RX 6800,54.75,313730372.43
1995-12-01,AI,Tesla V100,South America,4828.0,AI Researchers,Individual,1.4,58082.8,5,High,4.23,24.0,0.22,53.0,2009-02-16,AMD Radeon RX 6800,30.02,314047921.32
1996-02-27,Gaming,Tesla T4,APAC,2467.0,Educational Institutions,Business,2.7,196122.37,10,High,0.73,15.0,0.13,51.0,1997-12-13,Google TPU,32.93,298008579.02
2020-05-11,Gaming,Tesla V100,South America,3022.0,Gamers,Business,3.3,183705.44,0,Medium,4.15,73.0,0.16,74.0,1998-05-04,AMD Radeon RX 6800,42.59,4596694851.73
2017-05-24,Data Center,Tesla V100,Africa,372.0,AI Researchers,Business,1.1,181000.81,14,High,2.06,53.0,0.25,86.0,2022-03-24,AMD Radeon RX 6800,41.98,283505465.02
2023-02-15,Data Center,RTX 4090,Europe,105.0,Cloud Providers,Individual,1.1,152210.99,16,High,3.48,64.0,0.18,65.0,2021-04-26,AMD Radeon RX 6800,65.04,397281224013.17
2019-03-31,AI,Quadro P2200,North America,1817.0,Cloud Providers,Individual,3.4,190439.13,1,Medium,1.76,41.0,0.28,84.0,2011-04-05,Intel Xeon,46.28,7501223253.98
2017-03-30,OEM,RTX 3080,Africa,1354.0,Educational Institutions,Individual,1.7,16893.5,19,Medium,4.12,22.0,0.07,60.0,2017-03-23,Google TPU,43.21,308296310.66
2015-07-09,OEM,Quadro P2200,North America,3957.0,Educational Institutions,Individual,3.8,131803.23,0,High,4.02,14.0,0.22,71.0,2023-02-09,AMD Radeon RX 6800,61.02,318324752.87
2007-09-17,AI,Tesla T4,Middle East,3942.0,Gamers,Individual,2.9,117096.22,24,Medium,2.88,65.0,0.07,71.0,2014-05-15,Google TPU,33.63,299570847.72
2013-09-06,Gaming,Tesla V100,APAC,3164.0,Cloud Providers,Individual,1.5,89700.45,19,Medium,0.94,83.0,0.24,70.0,1999-04-23,AMD Radeon RX 7900,35.57,317920401.26
2024-09-20,AI,RTX 4090,Middle East,816.0,AI Researchers,Business,1.9,64343.61,16,Low,3.71,79.0,0.09,87.0,2018-05-09,AMD Radeon RX 6800,43.99,1091496834551.65
2021-08-01,Data Center,Tesla T4,North America,4395.0,Gamers,Individual,1.0,76376.31,18,High,2.22,15.0,0.18,73.0,2004-04-10,Google TPU,37.47,62529583333.53
2013-08-14,Data Center,Tesla V100,APAC,2088.0,Gamers,Individual,1.9,128203.93,15,Low,4.37,73.0,0.2,73.0,2002-09-13,Intel Xeon,68.65,313914316.07
1994-11-22,Gaming,Tesla T4,North America,1808.0,Gamers,Individual,3.7,164318.49,10,High,2.97,13.0,0.16,63.0,1996-12-17,AMD Radeon RX 6800,55.88,1919764632.92
2020-12-04,OEM,Tesla V100,Europe,2105.0,Educational Institutions,Individual,2.1,21522.09,21,Low,4.28,38.0,0.26,72.0,2011-05-09,AMD Radeon RX 6800,68.99,2919242906.75
2021-08-28,OEM,RTX 4090,APAC,4840.0,Gamers,Individual,2.0,189547.35,20,Medium,2.26,80.0,0.16,82.0,2001-06-05,Intel Xeon,57.36,54174222857.35
2017-05-31,AI,RTX 4090,Europe,2167.0,Educational Institutions,Business,1.2,153422.98,12,Medium,0.81,45.0,0.15,69.0,2008-01-19,AMD Radeon RX 6800,43.53,303080853.72
2004-06-27,OEM,RTX 4090,Africa,3915.0,Cloud Providers,Business,4.4,72057.7,15,Low,2.73,28.0,0.08,82.0,2018-06-08,Intel Xeon,62.92,291464639.07
2005-01-09,OEM,RTX 3080,APAC,4114.0,Cloud Providers,Individual,4.6,85144.46,19,High,4.41,90.0,0.15,87.0,2021-12-27,Google TPU,65.27,292501812.45
2016-01-12,Data Center,RTX 3080,Europe,311.0,Cloud Providers,Individual,2.9,168353.11,5,Medium,0.88,59.0,0.18,78.0,2021-08-20,AMD Radeon RX 6800,45.04,317518280.47
2020-02-01,AI,Tesla T4,North America,4808.0,Educational Institutions,Individual,2.0,10187.78,19,Low,0.72,37.0,0.23,89.0,2010-07-06,AMD Radeon RX 7900,59.4,5466603902.21
1997-08-03,Data Center,RTX 4090,Africa,2589.0,Educational Institutions,Individual,2.9,20051.65,23,High,1.88,83.0,0.22,78.0,2024-01-13,Intel Xeon,46.2,285388716.32
2016-05-28,Gaming,Tesla T4,South America,4221.0,Cloud Providers,Business,3.6,42183.92,21,High,3.0,72.0,0.26,55.0,2005-05-02,Google TPU,32.64,299317754.97
2007-12-19,Gaming,Tesla T4,Africa,3284.0,Cloud Providers,Business,1.1,71310.0,5,Medium,3.48,18.0,0.26,57.0,2005-09-05,Google TPU,47.46,292348396.25
2001-04-22,OEM,Tesla V100,APAC,675.0,AI Researchers,Business,2.6,132887.44,13,High,0.25,38.0,0.21,62.0,2010-10-02,Google TPU,45.54,310936408.14
1996-07-28,OEM,RTX 3080,Africa,2419.0,Cloud Providers,Individual,3.7,31582.44,6,High,4.72,44.0,0.11,57.0,2010-08-25,AMD Radeon RX 7900,62.08,283504227.95
2002-04-23,Data Center,RTX 3080,Middle East,1614.0,Educational Institutions,Business,4.7,149930.45,4,High,3.0,80.0,0.1,59.0,2021-04-17,Google TPU,45.66,283120937.17
2006-08-31,Data Center,Quadro P2200,Middle East,4700.0,Educational Institutions,Individual,4.8,190528.41,5,High,4.78,89.0,0.18,87.0,1996-07-27,AMD Radeon RX 7900,35.4,294646763.78
2008-01-05,Data Center,Quadro P2200,Middle East,3096.0,Educational Institutions,Individual,2.0,83437.6,19,Low,0.55,43.0,0.11,79.0,2011-03-11,AMD Radeon RX 7900,40.34,283382682.95
2000-12-04,Data Center,Tesla T4,Middle East,2888.0,Gamers,Individual,4.7,76903.61,25,High,0.57,53.0,0.18,51.0,2010-01-02,Google TPU,33.01,315680599.23
2009-06-26,AI,RTX 4090,APAC,4891.0,Cloud Providers,Individual,3.4,85203.13,20,Medium,3.4,42.0,0.18,84.0,2002-11-28,AMD Radeon RX 6800,32.51,283195391.98
1998-07-09,OEM,Tesla T4,Middle East,1520.0,Educational Institutions,Business,4.4,107196.58,7,Medium,2.04,68.0,0.28,66.0,2006-10-22,AMD Radeon RX 7900,36.51,295262158.36
2006-03-10,Data Center,Quadro P2200,South America,4711.0,Educational Institutions,Business,2.5,99001.25,9,Medium,1.46,34.0,0.27,77.0,1996-09-04,AMD Radeon RX 7900,66.21,319461278.36
2009-10-15,Data Center,RTX 4090,North America,3187.0,AI Researchers,Business,4.4,51513.54,7,High,3.0,83.0,0.15,89.0,2011-03-04,AMD Radeon RX 7900,59.15,304496651.73
1998-12-16,Data Center,Quadro P2200,Middle East,1249.0,AI Researchers,Business,2.6,170552.99,14,High,1.41,26.0,0.05,76.0,2020-10-05,AMD Radeon RX 7900,34.65,311066249.51
2018-01-10,Gaming,RTX 4090,North America,4939.0,AI Researchers,Individual,1.8,62286.82,20,High,4.64,31.0,0.28,50.0,2006-11-30,Google TPU,47.59,1280882325.27
2022-01-11,Gaming,RTX 3080,South America,4852.0,Gamers,Individual,3.1,196743.45,21,High,0.71,39.0,0.08,60.0,1998-06-10,Intel Xeon,61.7,268634719077.74
2023-10-12,Data Center,Tesla V100,Middle East,3316.0,AI Researchers,Business,4.8,178909.34,0,Low,0.47,59.0,0.14,50.0,2001-10-26,Google TPU,44.5,498740605118.78
2010-10-08,Data Center,RTX 3080,Europe,1879.0,Gamers,Business,1.9,76994.63,21,Medium,4.96,62.0,0.1,83.0,1996-12-16,Intel Xeon,50.46,290319361.67
1996-10-11,AI,RTX 3080,North America,2322.0,Gamers,Individual,2.3,12671.37,7,High,2.05,87.0,0.16,89.0,2006-04-05,Intel Xeon,68.21,301623933.56
2004-02-15,Data Center,Quadro P2200,APAC,3625.0,AI Researchers,Business,1.9,62647.25,3,High,1.84,21.0,0.25,81.0,2019-10-22,Google TPU,47.88,315567622.5
1997-11-29,Data Center,Quadro P2200,Middle East,1144.0,Gamers,Individual,2.4,177389.65,5,Medium,1.95,40.0,0.23,55.0,2016-10-28,AMD Radeon RX 7900,32.79,319859285.31
2023-08-13,Data Center,RTX 4090,South America,569.0,Educational Institutions,Individual,3.1,145532.9,22,High,1.6,21.0,0.16,70.0,1994-08-31,Google TPU,46.47,535159214634.75
2010-05-11,OEM,RTX 3080,Africa,2629.0,Gamers,Individual,2.8,149633.57,13,High,4.1,66.0,0.26,61.0,2001-09-19,Intel Xeon,56.06,282617438.66
2024-09-20,AI,Tesla T4,APAC,2133.0,AI Researchers,Business,1.4,55420.28,9,Low,3.14,45.0,0.24,62.0,2003-12-08,AMD Radeon RX 7900,42.82,1116511737564.52
2001-02-16,Data Center,Tesla T4,Africa,553.0,Gamers,Individual,3.5,184941.66,5,Medium,4.33,38.0,0.06,70.0,2007-04-13,Intel Xeon,68.92,289588010.47
1995-04-15,Data Center,RTX 3080,APAC,3402.0,Gamers,Business,1.3,95083.69,23,Medium,2.65,29.0,0.22,83.0,1999-04-16,Google TPU,60.38,303642907.05
2009-03-08,OEM,Tesla T4,Middle East,2388.0,Gamers,Business,2.6,84232.34,12,Low,1.54,59.0,0.24,71.0,2011-04-30,Google TPU,57.87,292982201.5
2006-04-16,AI,Tesla T4,South America,780.0,AI Researchers,Individual,1.9,123010.39,14,Medium,2.23,40.0,0.27,56.0,2004-08-14,Intel Xeon,34.88,283062248.55
2002-02-06,AI,Tesla V100,South America,1173.0,AI Researchers,Individual,2.2,66260.38,16,High,3.43,76.0,0.19,84.0,1993-07-15,Intel Xeon,65.38,290321400.45
2015-02-04,AI,Quadro P2200,Europe,4962.0,AI Researchers,Individual,4.2,80071.94,10,High,1.83,33.0,0.15,55.0,2009-10-31,AMD Radeon RX 7900,38.0,298227436.95
2000-03-07,OEM,RTX 3080,APAC,4657.0,Gamers,Individual,4.6,73761.9,6,Medium,4.0,10.0,0.09,73.0,2005-10-25,AMD Radeon RX 6800,64.78,287565237.19
2009-12-21,Gaming,Quadro P2200,North America,4681.0,AI Researchers,Individual,2.6,197782.05,3,Medium,2.16,20.0,0.15,80.0,2003-02-25,Google TPU,34.0,302456629.91
2010-03-16,OEM,Tesla V100,Africa,3395.0,AI Researchers,Individual,2.0,154924.07,17,Medium,4.75,34.0,0.09,77.0,2000-07-04,Intel Xeon,53.72,315580194.67
2024-02-28,Gaming,RTX 4090,APAC,2111.0,Cloud Providers,Individual,3.4,138022.42,15,Medium,4.87,74.0,0.23,85.0,2007-12-19,Intel Xeon,68.96,890507133257.96
1998-09-23,OEM,Tesla T4,APAC,1007.0,AI Researchers,Business,1.2,43343.25,14,High,4.27,29.0,0.27,80.0,1998-02-10,AMD Radeon RX 6800,38.12,287068727.49
1995-07-19,Gaming,Tesla T4,Middle East,3544.0,AI Researchers,Business,3.3,187417.09,1,High,3.8,59.0,0.17,89.0,1997-12-06,Intel Xeon,62.43,289662673.66
2010-01-04,AI,Quadro P2200,North America,3974.0,Cloud Providers,Business,1.7,98222.86,6,Low,1.43,21.0,0.16,53.0,2016-10-03,AMD Radeon RX 7900,32.91,284276148.6
2015-01-20,OEM,Quadro P2200,Middle East,3410.0,Cloud Providers,Individual,3.3,176000.92,25,Low,0.94,66.0,0.26,57.0,2019-07-25,Google TPU,64.7,298610792.0
2015-05-23,OEM,RTX 3080,Middle East,1110.0,Educational Institutions,Individual,2.8,159311.05,10,Low,2.39,62.0,0.06,54.0,2024-01-05,Google TPU,64.49,280494930.04
2015-11-02,Data Center,Quadro P2200,North America,1129.0,Gamers,Individual,3.1,60702.76,17,High,4.53,84.0,0.11,73.0,1998-10-08,AMD Radeon RX 7900,47.09,292736483.76
2011-02-17,AI,Quadro P2200,South America,4771.0,Cloud Providers,Individual,2.5,142671.13,2,Medium,1.91,50.0,0.09,85.0,2016-02-29,AMD Radeon RX 6800,50.15,291376720.2
1999-03-28,AI,Tesla T4,Europe,4315.0,Cloud Providers,Business,4.1,63570.47,17,Medium,4.23,69.0,0.24,88.0,2000-04-05,AMD Radeon RX 7900,59.52,312113174.68
2007-07-08,OEM,Quadro P2200,Africa,753.0,AI Researchers,Business,3.1,194843.74,13,High,4.37,44.0,0.11,67.0,2011-12-14,Intel Xeon,65.12,308804558.39
2015-06-27,Data Center,RTX 3080,South America,3819.0,Educational Institutions,Individual,2.2,67898.64,23,Low,1.87,31.0,0.08,60.0,2018-02-14,Intel Xeon,30.1,308155655.54
2006-04-22,Data Center,RTX 4090,Middle East,593.0,AI Researchers,Individual,4.6,161091.72,8,Low,1.8,89.0,0.11,90.0,1998-05-25,Intel Xeon,54.13,310884147.06
2022-10-06,AI,Tesla T4,South America,938.0,AI Researchers,Individual,1.2,41007.11,10,High,1.89,61.0,0.17,58.0,2004-10-19,AMD Radeon RX 6800,51.29,255340955350.31
2005-04-08,Data Center,Tesla T4,APAC,1246.0,AI Researchers,Individual,1.6,145803.33,20,Low,3.43,27.0,0.12,58.0,2022-04-25,AMD Radeon RX 7900,57.26,280549388.35
2006-09-24,OEM,Tesla V100,Europe,1711.0,Educational Institutions,Business,1.1,130743.42,17,Medium,3.96,88.0,0.13,77.0,2014-10-15,AMD Radeon RX 7900,41.2,287768947.44
2020-11-06,Gaming,Tesla V100,South America,4620.0,Educational Institutions,Individual,3.9,142081.62,13,High,3.82,84.0,0.21,62.0,2017-12-26,AMD Radeon RX 6800,63.01,3996823571.24
1995-11-15,AI,Tesla T4,Europe,4832.0,Educational Institutions,Business,3.2,39926.63,5,High,3.6,35.0,0.21,56.0,2002-09-05,AMD Radeon RX 6800,43.43,292194465.68
2011-12-06,AI,RTX 4090,Africa,2470.0,Cloud Providers,Business,1.7,78883.84,8,High,4.16,56.0,0.07,67.0,2000-11-21,Intel Xeon,65.89,310140138.55
2015-02-12,Gaming,RTX 3080,APAC,2042.0,Gamers,Individual,1.6,117822.3,5,High,1.29,65.0,0.14,90.0,2012-07-21,Google TPU,67.46,316060195.21
2002-01-02,Gaming,Tesla V100,Africa,1711.0,Gamers,Business,3.3,176123.48,20,Low,4.45,73.0,0.2,67.0,2018-12-18,Intel Xeon,47.59,284699395.63
2005-11-17,Data Center,RTX 3080,Middle East,4649.0,AI Researchers,Individual,4.1,125856.48,8,Low,4.85,57.0,0.27,86.0,2019-07-01,Intel Xeon,58.08,298225867.97
2024-02-25,Data Center,Tesla V100,Europe,4485.0,Cloud Providers,Individual,4.5,10190.98,15,High,0.15,44.0,0.14,63.0,2019-06-06,Intel Xeon,38.57,819396206460.57
2015-11-16,Gaming,Tesla V100,Africa,966.0,AI Researchers,Individual,1.4,135960.21,1,Medium,2.78,74.0,0.15,72.0,2002-09-05,AMD Radeon RX 6800,57.05,298743350.74
2022-04-05,AI,RTX 3080,Europe,3545.0,Gamers,Business,2.4,192063.0,2,Medium,2.56,34.0,0.18,61.0,2024-01-06,AMD Radeon RX 6800,53.87,271386863974.7
2009-10-02,Data Center,Quadro P2200,North America,613.0,AI Researchers,Business,4.7,72786.56,16,Low,1.29,45.0,0.18,51.0,2010-05-26,AMD Radeon RX 6800,32.84,295464729.26
2021-02-22,OEM,RTX 3080,South America,4134.0,Gamers,Individual,4.4,88418.42,11,Medium,0.12,87.0,0.1,90.0,2023-08-10,Intel Xeon,47.52,55660622216.78
1999-11-19,OEM,Tesla V100,APAC,1912.0,Gamers,Business,1.4,47994.95,0,Low,4.37,89.0,0.12,73.0,2018-10-11,AMD Radeon RX 7900,54.67,318753422.39
2019-02-18,OEM,Tesla T4,Europe,3165.0,AI Researchers,Business,3.2,23752.41,8,Medium,3.34,77.0,0.19,79.0,2002-01-19,AMD Radeon RX 7900,49.6,7185393592.12
2006-11-12,AI,RTX 4090,Europe,4605.0,Cloud Providers,Individual,2.6,85323.72,8,High,2.49,88.0,0.19,87.0,2004-09-17,AMD Radeon RX 7900,60.31,299612933.18
1994-10-31,AI,Quadro P2200,North America,1988.0,Cloud Providers,Individual,1.6,73762.75,6,Medium,4.95,42.0,0.22,61.0,2015-12-12,Intel Xeon,49.54,1008080950.29
2023-09-17,AI,RTX 4090,South America,3675.0,Educational Institutions,Individual,2.0,193795.17,3,Low,4.1,24.0,0.1,52.0,2007-12-17,AMD Radeon RX 6800,30.4,568617332116.7
2008-12-20,Data Center,RTX 4090,Middle East,2506.0,AI Researchers,Individual,4.4,188029.41,15,Medium,0.84,26.0,0.1,74.0,2003-04-01,AMD Radeon RX 6800,38.83,285258448.77
1996-09-23,OEM,Tesla V100,APAC,2013.0,Cloud Providers,Business,4.9,181990.49,22,High,2.84,68.0,0.2,62.0,1999-03-26,AMD Radeon RX 6800,30.75,300762363.74
1999-11-29,AI,Tesla T4,North America,4886.0,AI Researchers,Individual,4.1,68081.99,11,High,4.42,33.0,0.15,65.0,2018-11-10,AMD Radeon RX 6800,34.47,299326556.7
2002-01-20,Data Center,Quadro P2200,Europe,2843.0,Educational Institutions,Individual,1.4,178556.17,7,Medium,1.36,80.0,0.13,65.0,2021-11-24,AMD Radeon RX 6800,45.3,317403758.73
2007-11-04,Data Center,Quadro P2200,South America,3986.0,Cloud Providers,Individual,2.5,56990.73,20,Medium,2.86,76.0,0.23,70.0,2004-09-04,AMD Radeon RX 7900,60.23,283470281.87
2010-02-15,AI,RTX 4090,North America,3413.0,Cloud Providers,Business,2.9,179666.75,20,Low,1.6,68.0,0.1,79.0,2014-02-28,Google TPU,56.71,293736641.75
2000-09-27,Gaming,Tesla T4,Middle East,3199.0,Gamers,Business,4.7,174062.58,13,Medium,0.42,75.0,0.18,76.0,2022-05-24,Intel Xeon,49.77,304262193.61
